id,source_url,source_name,title,publication_date,targeted_vertical,country,summary,raw_excerpt,date_of_scrape,signal_type
272,https://siliconangle.com/2026/08/20/zero-networks-expands-palo-alto-networks-integration-to-ai-agent-control/,SiliconANGLE,Zero Networks expands Palo Alto Networks integration to AI agent control,8/20/2026,Retail & Customer Experience,Global,"SiliconANGLE reports Zero Networks adding automated threat containment controls integrated with Palo Alto Networks to manage AI agents. This trend towards AI-aware, integrated security controls demonstrates how security fabric vendors are rapidly rolling out autonomous protection features that can outpace legacy operator security offerings.",Zero-trust security startup Zero Networks Ltd. today expanded its integration with Palo Alto Networks... adding automated threat containment...,2026-08-21T08:22:37.5948010,news
273,https://www.fortinet.com/blog/unified-sase/the-ai-era-needs-new-sase-heres-what-that-actually-looks-like,Fortinet Blog,The AI Era Needs a New SASE. Here’s What That Actually Looks Like,7/8/2026,Finance & Insurance,Global,"Fortinet outlines a unified SASE architecture designed for AI-era demands—integrating networking, AI-aware security controls, and sovereign options. Fortinet's product-led narrative shows security vendors consolidating capabilities into a single platform, presenting a competitive advantage over carriers that still rely on assembling multi-vendor SASE components.","Fortinet Unified SASE helps secure the AI era with integrated networking, AI-aware controls, sovereign options...",2026-08-21T08:22:38.9883568,news
274,https://www.scworld.com/news/best-sase-solution-fortinet-fortinet-unified-sase,SC Magazine (SC World),2026 SC Award winner Fortinet — Best SASE Solution,4/10/2026,IT Services & Cloud Integration,Global,"SC Magazine reports Fortinet won Best SASE Solution for its Unified SASE platform, recognising the vendor's integrated security+networking approach. Awards and recognition validate vendor momentum in unified security fabrics — an area where specialized security vendors are consolidating features faster than traditional carrier security service bundles.",Fortinet has been named the winner of the Best SASE Solution category in the 2026 SC Awards for its Fortinet Unified SASE platform...,2026-08-21T08:22:40.8191562,news
275,https://www.zscaler.com/press/zscaler-2026-ai-threat-report-83-year-over-year-surge-ai-activity-creates-growing-oversight,Zscaler - Press Release,Zscaler 2026 AI Threat Report: 83% year-over-year surge in AI activity,2/10/2026,Finance & Insurance,Global,Zscaler’s ThreatLabz 2026 AI Security Report documents a large surge in AI-driven attack activity and recommends zero-trust and cloud-native controls. The vendor's cloud-native SASE posture and ThreatLabz telemetry provide enterprise-level prevention that can outpace telco-delivered multi-vendor security if carriers do not modernise their security fabric offerings.,"To stay ahead of evolving risks, download the full ThreatLabz 2026 AI Security Report...",2026-08-21T08:22:42.7936421,press_release
276,https://www.zscaler.com/blogs/security-research/ai-now-default-enterprise-accelerator-takeaways-threatlabz-2026-ai-security,Zscaler Blog,ThreatLabz 2026 AI Security Report: key takeaways,2/10/2026,Retail & Customer Experience,Global,"Zscaler's blog summarises findings: AI is now default across enterprises, creating new threat vectors. Zscaler's cloud-native enforcement demonstrates how platform-first security can rapidly adapt and provide telemetry-driven automated protection compared to slower carrier integrations.",The newly released Zscaler ThreatLabz 2026 AI Security Report examines how enterprises are navigating this shift.,2026-08-21T08:22:44.1159934,news
277,https://www.proximus.be/en/id_b_cl_edge_computing/companies-and-public-sector/news/news-blog/solution-news/edge-computing.html,Proximus - NXT Blog,Edge computing: innovation at your doorstep,10/9/2024,Industry & Manufacturing,Belgium,"Proximus' edge computing primer and practitioner viewpoints highlight how Proximus is bringing cloud services to Belgian enterprises at the edge. Local operator-driven edge stacks and ecosystem events underline regional momentum that, in some verticals, can outpace Orange where local deployments and developer engagement differ.",Edge computing literally means that data are processed close to the data source.,2026-08-21T08:22:46.3460129,news
278,https://www.a6k.be/whats-up/moonshot-powering-belgiums-edge-cloud-future,A6K (Belgian tech media),"Moonshot, powering Belgium’s edge cloud future (Proximus co-organised event)",6/29/2026,Industry & Manufacturing,Belgium,"A6K coverage of Moonshot (co-organised by Proximus) describes local industry engagement for distributed edge intelligence and developer ecosystems. Proximus' active event-driven approach to edge adoption shows how regional carriers can accelerate vertical uptake (e.g., manufacturing, retail) faster by focusing on developer enablement and local pilots.","Moonshot, powering Belgium’s edge cloud future... to explore the move from centralized cloud computing to distributed edge intelligence.",2026-08-21T08:22:46.9583934,news
279,https://infofibre.be/en/rights-and-duties/regulation-bipt,BIPT / IBPT - InfoFibre (Belgium regulatory summary),Regulation by the BIPT - FTTH and wholesale obligations for Proximus,7/1/2026,Industry & Manufacturing,Belgium,BIPT guidance and decisions require Proximus to provide access to its FTTH network under regulated terms. Regulatory enforcement of wholesale fibre access shapes competitive dynamics—allowing regional players and hyperscaler partnerships to scale services into FMCG and retail verticals faster than vertically integrated incumbents who may be constrained by regulation.,Proximus has to provide access to its fibre network... Further details can be found in Chapter 19 of the decision for market 3a...,2026-08-21T08:22:48.1580001,regulation
280,https://antitrust-intelligence.com/proximus-telenet-fiber-partnership-cleared/,Antitrust Intelligence,Proximus-Telenet fiber partnership cleared,7/20/2026,FMCG,Belgium,Third-party coverage of the regulatory clearance for Proximus–Telenet fibre partnership highlights conditions and long-term monitoring by BIPT. It signals how local incumbents and challengers are using regulated partnerships to accelerate fibre rollouts to enterprises (including FMCG distribution centers) faster than carriers operating solo.,"The binding conditions will remain in effect for over 25 years, with compliance monitored by the BIPT.",2026-08-21T08:22:48.8166449,news
281,https://www.bundesnetzagentur.de/EN/Home/home_node.html,Bundesnetzagentur (BNetzA),Bundesnetzagentur - press & consultations (2026 updates),8/19/2026,Public Sector & Defense,Germany,"BNetzA publishes multiple 2026 consultations and press releases, including spectrum consultations and network performance measurements. Regulatory activity (including ducts access and spectrum processes) affects how Deutsche Telekom and competitors roll out networks; active regulatory reform can accelerate or constrain operator deployments relative to Orange in impacted markets.",2026.07.09 Pressemitteilung Initial results of the second nationwide mobile network measurement 2026...,2026-08-21T08:22:49.8986551,regulation
282,https://www.bundesministerium-des-innern.de/SharedDocs/pressemitteilungen/EN/2024/07/5g-en.html,German Federal Ministry of the Interior (BMI) - press release,Greater security and technological sovereignty for the 5G network (contracts & vendor transition),7/1/2024,Public Sector & Defense,Germany,The German government set contractual obligations requiring operators to remove critical Huawei/ZTE components from 5G core by end?2026 and replace them in access/transport by 2029. This regulatory mandate forces accelerated vendor diversification and network upgrades by operators like Deutsche Telekom—prompting faster secure network modernization relative to operators in jurisdictions without similar mandates.,The contracts obligate the mobile network operators to stop using all critical components made by Huawei and ZTE in their 5G core networks by the end of 2026.,2026-08-21T08:22:51.0964718,regulation
283,https://reports.investors.vodafone.com/view/500231330/35/,Vodafone Annual Report 2026 (Investor site),Vodafone Group Annual Report 2026 - network rollout and 5G expansion,3/1/2026,Retail & Customer Experience,Global,"Vodafone's 2026 annual report documents accelerated 5G coverage expansion and increased 5G Standalone capabilities, together with investment in network densification and cloud-native cores. The disclosures emphasize operator-led Open RAN and 5G SA deployment strategies to deliver network slicing and differentiated retail/customer experience services, positioning Vodafone ahead in multi-service 5G propositions versus legacy carrier rollouts. The scale and explicit SA focus underline Vodafone's competitive push into cloud-native programmable networks for vertical customers.","In Europe, we have expanded 5G coverage and densified our networks while increasing 5G Standalone capabilities.",2026-08-21T08:34:00.9430658,analyst_report
284,https://about.att.com/story/2026/att-announces-250-billion-commitment.html,AT&T - Corporate Newsroom,AT&T Announces $250 Billion Commitment to Advance U.S. Connectivity,3/10/2026,Public Sector & Defense,United States,"AT&T announced an aggressive $250 billion capital commitment through 2030 targeting fiber build, 5G, broadband and public sector resilience. This scale-up signals how US competitors are investing in owning physical infrastructure and nation-scale digital corridors (including fiber to edge and enterprise connectivity) that can outpace regionally more cautious carriers like Orange in the US and non?EMEA markets. The commitment targets government and defense-grade resilience and nationwide connectivity for large-scale public sector digitalisation.",AT&T Announces $250 Billion Commitment to Advance U.S. Connectivity ... re?affirms its leadership in investing in U.S. telecommunication infrastructure through 2030.,2026-08-21T08:34:02.4581201,press_release
285,https://www.prnewswire.com/news-releases/att-announces-250-billion-commitment-to-advance-us-connectivity-302708823.html,PR Newswire (AT&T release syndication),AT&T Announces $250 Billion Commitment to Advance U.S. Connectivity,3/10/2026,Industry & Manufacturing,United States,"PR Newswire carries AT&T's announcement of a $250bn investment through 2030 for fiber, 5G and related infrastructure. The detail underscores AT&T's plan to expand fiber and edge capabilities to serve industrial customers, IoT deployments and enterprise cloud integration at scale—an infrastructure push that can outpace Orange where Orange lacks comparable US footprint or CAPEX plans. The investment signals competition for manufacturing and industrial digitalization projects.",AT&T marks the 150th anniversary ... re?affirms its leadership in investing in U.S. telecommunication infrastructure through 2030.,2026-08-21T08:34:04.0548013,press_release
286,https://www.telefonica.com/en/communication-room/press-room/telefonica-google-cloud-extend-strategic-partnership/,Telefónica - Press Room,Telefónica and Google Cloud extend strategic partnership,3/12/2024,Finance & Insurance,Global,"Telefónica and Google Cloud have deepened collaboration on cloud-native services, AI, edge and sovereign solutions, enabling Telefónica Tech to offer Google Cloud capabilities for regulated verticals such as finance. The partnership indicates how telco?hyperscaler pairings enable rapid delivery of developer-focused microservices and sovereign offerings, outpacing carriers that rely on legacy vendor stacks. These integrations accelerate time-to-market for banking-grade cloud services in Spain and regionally.","Telefónica is building next?generation digital products and services, with Google Cloud technologies as strategic enablers.",2026-08-21T08:34:04.7108261,press_release
287,https://www.datacenterdynamics.com/en/news/telef%C3%B3nica-and-google-cloud-partner-for-spanish-sovereign-cloud/,DataCenterDynamics,Telefónica and Google Cloud partner for Spanish sovereign cloud,5/29/2026,IT Services & Cloud Integration,Spain,"DataCenterDynamics reports the Telefónica-Google Cloud joint sovereign cloud push in Spain, noting Google Cloud Data Boundary capabilities combined with Telefónica's key management and local infrastructure. The article highlights how carrier-hyperscaler alliances deliver sovereign, developer-friendly cloud environments tailored to verticals such as finance and public services—areas where Orange faces competitive pressure to match hyperscaler-integrated offerings.",Telefónica Tech is working with Google Cloud to expand Google's Madrid region to offer its Google Cloud Data Boundary services to customers in Spain.,2026-08-21T08:34:05.8736411,news
288,https://www.paloaltonetworks.com/sase/gartner-sase-mq-leader-2026,Palo Alto Networks - Corporate,2026 Gartner® Magic Quadrant™ for SASE Platforms - Palo Alto Networks,6/1/2026,Finance & Insurance,Global,"Palo Alto Networks publicizes its Leader position in the 2026 Gartner Magic Quadrant for SASE, promoting Prisma SASE and advanced autonomous threat prevention (Prisma Browser, AI-augmented data classification). This shows pure-play security fabric vendors advancing integrated SASE and AI-driven protections that enterprise customers may adopt instead of carrier-integrated security stacks, giving them a competitive edge over carriers like Orange where carrier-managed security may lag in innovation speed.",Palo Alto Networks has been named a Leader in the 2026 Gartner® Magic Quadrant™ for SASE Platforms for the fourth consecutive time.,2026-08-21T08:34:07.0851379,news
289,https://investors.paloaltonetworks.com/news-releases/news-release-details/palo-alto-networks-unveils-protection-highly-evasive-threats,Palo Alto Networks - Investor PR,Palo Alto Networks Unveils Protection for Highly Evasive Threats with Prisma Browser,9/4/2025,Retail & Customer Experience,Global,"Palo Alto announced Prisma Browser and enhancements to Prisma SASE that protect browser-based and agentic AI threats, positioning the vendor to protect retail and customer-experience stacks handling sensitive customer data. These vendor-led security innovations allow enterprises to adopt advanced, autonomous threat prevention faster than many carrier security bundles, challenging telcos like Orange to integrate similar capabilities at equivalent speed and scale.","Prisma SASE 4.0 protects against highly evasive threats that assemble inside the browser, offers AI?augmented data classification...",2026-08-21T08:34:08.8894084,press_release
290,https://www.submarinenetworks.com/en/systems/trans-pacific/e2a/cht-skb-softbank-verizon-parnter-to-build-e2a-transpacific-cable-system,SubmarineNetworks.com,"CHT, SKB, Softbank and Verizon Partner to Build E2A Transpacific Cable",3/25/2025,Native Non-EMEA Fiber,Global,"SubmarineNetworks reports on a transpacific consortium (including Verizon) building the E2A cable system, a next?generation undersea route connecting Asia and North America. Ownership participation by Verizon and partners indicates competitors securing proprietary long-haul capacity rather than relying solely on wholesale, enabling lower-latency and commercially controlled services that can outcompete carriers without similar subsea investments—impacting cloud, content and enterprise connectivity strategies compared with Orange's footprint.",Verizon and Partners Unveil Next?Generation Submarine Cable Connecting Asia and the United States Named E2A.,2026-08-21T08:34:09.6053854,news
291,https://www.telecomtv.com/content/access-evolution/what-s-up-with-at-t-subsea-security-bt-54593/,TelecomTV,"What’s up with… AT&T, subsea security, BT",1/6/2026,Native Non-EMEA Fiber,Global,"TelecomTV reports AT&T preparing satellite-enabled direct-to-device (D2D) launches and industry concerns about subsea cable vulnerabilities, along with BT/AT&T strategic moves. The article implies US carriers are diversifying connectivity (satellite + proprietary subsea) and rapidly piloting new distribution models, whereas Orange’s competitiveness on non?EMEA aggregated undersea ownership and D2D approaches may be more limited.",AT&T is gearing up for its D2D launch ... subsea cables have been severed in the Baltic Sea in Northern Europe.,2026-08-21T08:34:10.8009743,news
292,https://thetechnologybrief.com/p/google-cloud-and-telef-nica-push-sovereign-cloud-in-spain,The Technology Brief,Google Cloud and Telefónica Push Sovereign Cloud in Spain,5/29/2026,Public Sector & Defense,Spain,"This technology brief summarizes Telefónica and Google Cloud’s sovereign cloud effort: Google Cloud Data Boundary integrated with Telefónica's local controls and key management to satisfy public sector demands. It shows how a telco partnering with a hyperscaler can deliver sovereign, regulated cloud faster than carriers that attempt to build in-house equivalents—creating competitive pressure on Orange's sovereign cloud propositions in Spain and beyond.","Google Cloud and Telefónica Announce Sovereign Cloud Partnership On May 28, 2026.",2026-08-21T08:34:12.0478438,news
293,https://www.paloaltonetworks.com/sase,Palo Alto Networks - Product,Prisma SASE - converged secure access service edge,6/1/2026,IT Services & Cloud Integration,Global,"Palo Alto Networks details Prisma SASE capabilities—converging network security, SD-WAN and Autonomous Digital Experience Management—and positions itself as a complete SASE platform for enterprises. Advanced SASE solutions from pure-play security vendors are being adopted directly by enterprises and cloud partners, enabling rapid autonomous threat prevention and zero-day protection that can outcompete slower-to-evolve carrier-integrated security stacks like some offerings from Orange Business.","Prisma SASE is the industry’s most complete SASE solution, converging network security, SD-WAN and Autonomous Digital Experience Management in the cloud.",2026-08-21T08:34:12.6987271,news
294,https://www.prnewswire.com/news-releases/palo-alto-networks-unveils-protection-for-highly-evasive-threats-with-prisma-access-browser-extending-sase-leadership-302546512.html,PR Newswire (Palo Alto Networks release),Palo Alto Networks unveils protection for highly evasive threats with Prisma Browser,9/4/2025,Retail & Customer Experience,Global,"PR Newswire describes Palo Alto Networks' Prisma Browser release which extends SASE to protect agentic AI threats and dynamic private applications—features attractive to retail platforms processing customer data. This vendor-led innovation demonstrates how security fabric providers are rapidly delivering AI-augmented, autonomous protections likely to be adopted by enterprises instead of carrier security bundles, pressuring telcos like Orange to accelerate equivalent integrations.","Prisma SASE 4.0 protects against highly evasive threats that assemble inside the browser, offers AI?augmented data classification...",2026-08-21T08:34:13.9417641,press_release
295,https://www.fierce-network.com/broadband/2026-ma-tracker,Fierce Network - M&A tracker,"2026 M&A tracker - Verizon, BT, Iridium, Rocket Lab and Comcast",6/29/2026,IT Services & Cloud Integration,United Kingdom,"Fierce Network covered strategic M&A and consolidation including a reported merge of Verizon and BT international enterprise units, demonstrating rivals' steps to scale global enterprise services. Consolidation and reorganization moves indicate competitors are building scale to deliver integrated cloud, security and connectivity packages quickly—an approach that can outpace Orange in global enterprise accounts where scale and combined global reach matter.",June 29 — Verizon and BT ... Verizon and BT are merging their international enterprise businesses into a new global company.,2026-08-21T08:34:15.3164635,news
296,https://communicationsdaily.com/news/2026/04/06/Verizon-and-SoftBank-Partnering-on-Pacific-Subsea-Cable-Project-2604030001,Communications Daily,Verizon and SoftBank Partnering on Pacific Subsea Cable Project,4/6/2026,Native Non-EMEA Fiber,Global,"Communications Daily reports Verizon, SoftBank and regional partners seeking FCC approval for a Pacific subsea cable (E2A), underlining how large telcos are consortium-building to secure transpacific capacity. Owning and controlling subsea assets gives these operators and their enterprise customers deterministic connectivity and potential pricing/latency advantages over operators that rely on third-party or leased capacity, challenging Orange’s reach in transpacific routes.",Verizon and SoftBank Partnering on Pacific Subsea Cable Project ... seeking FCC approval for the East Asia to North America Cable System (E2A).,2026-08-21T08:34:16.7052686,news
297,https://www.telecoms.com/public-cloud/telef-nica-and-google-team-up-for-spanish-cloud-push,Telecoms.com,Telefónica and Google team up for Spanish cloud push,5/29/2026,Finance & Insurance,Spain,"Telecoms.com details Telefónica Tech and Google Cloud’s sovereign cloud deal for Spain, underlining the rapid commercialization of sovereign cloud stacks targeted at regulated verticals like finance. Such hyperscaler-telco collaborations let operators bring hyperscaler capabilities (data boundary, key control) quickly to market—an acceleration path that can outpace carriers like Orange when it comes to hyperscaler-integrated sovereign services.",Telefónica Tech and Google Cloud have signed a deal to deliver a sovereign cloud offering to Spanish public administrations and private companies.,2026-08-21T08:34:17.8591963,news
298,https://www.electronicsmedia.info/2026/03/30/prisma-sase/,Electronics Media,Prisma SASE for Secure Agentic AI and Enterprise Protection,3/30/2026,IT Services & Cloud Integration,Global,"Electronics Media covers Palo Alto Networks' Prisma SASE evolution for the 'Agentic AI' era, highlighting features that secure autonomous agent activity in browsers and cloud apps. The narrative shows how standalone security fabric vendors continue to push capabilities that enterprises adopt independently of carrier offerings, potentially outpacing telco-provided security services in responsiveness to new AI threat classes.",Prisma Browser converts the web into a secure AI-driven workspace ... secure AI-driven workspace for enterprises.,2026-08-21T08:34:18.4729650,news
299,https://www.telefonicatech.com/press_release/telefonica-google-cloud-sovereign-2026,Telefónica Tech - media (alternate distribution),Telefónica and Google Cloud Partner to Deliver Sovereign Cloud (Telefónica Tech),5/28/2026,Public Sector & Defense,Spain,"Telefónica Tech announcement reiterates the sovereign cloud partnership details, emphasizing Telefónica’s control of encryption keys and local infrastructure to meet stringent public sector requirements. The repeated messaging across Telefónica and press outlets highlights how operator-hyperscaler alliances accelerate delivery of regulated cloud stacks versus carriers building equivalent solutions in-house, creating a competitive gap Orange must address.","The offering will use Google Cloud's local infrastructure, which is encrypted by keys stored by Telefónica in its own sovereign cloud.",2026-08-21T08:34:19.6911799,news
300,https://www.teltarif.de/en/bnetza-neustart-5g-freuqenzverfahren-anhoerung/news/100861.html,Teltarif,BNetzA announces new 5G frequency deal: Today it starts,12/1/2025,Industry & Manufacturing,Germany,"Teltarif reports Bundesnetzagentur restarting 5G spectrum allocation proceedings, reflecting regulatory momentum enabling operators to obtain spectrum and accelerate deployments. Such regulator-driven restart can advantage German operators (e.g., Deutsche Telekom) to speed 5G SA and private networks for industry inside Germany, potentially outpacing Orange in markets where regulators and incumbents move faster on spectrum provisioning.",The German Federal Network Agency has today restarted the 5G spectrum process.,2026-08-21T08:34:21.2153206,news
301,https://www.bundesnetzagentur.de/EN/General/Press/PressReleases/start.html,Bundesnetzagentur - Press Releases,Bundesnetzagentur - Press releases and regulatory actions (2026),8/19/2026,Public Sector & Defense,Germany,"Bundesnetzagentur's 2026 press release index includes consultations where BNetzA is taking an active role in AI Act implementation and relaunching 5G spectrum processes, emphasizing security, spectrum and infrastructure access. German regulatory moves can accelerate domestic carriers' ability (e.g., Deutsche Telekom) to deploy secure, cloud-native and sovereign services for government and defence—areas where Orange must adapt to remain competitive regionally.",Bundesnetzagentur takes on key role in implementation of AI Act ... Bundesnetzagentur is re-launching the 5G spectrum award proceedings.,2026-08-21T08:34:22.6918076,regulation
302,https://digital-strategy.ec.europa.eu/en/miscellaneous/belgian-regulator-publishes-draft-decision-orange-belgiums-26-gigahertz-spectrum-rights,EU Digital Strategy - Shaping Europe’s digital future (regulatory digest),Belgian regulator publishes draft decision on Orange Belgium’s 26 GHz spectrum rights,10/23/2025,Industry & Manufacturing,Belgium,"An EU digital strategy item summaries BIPT’s draft decision about Orange Belgium’s 26 GHz holdings and the public consultation on the future use of the band, indicating regulatory scrutiny and potential constraints that may slow Orange’s mmWave plans. This regulatory attention can create openings for competitors (e.g., Proximus) to commercialize 5G+ or SA services more rapidly in Belgium, affecting Orange's competitive position in delivering high?capacity industrial connectivity.",The Belgian Institute for Postal Services and Telecommunications (BIPT) has issued a draft decision on Orange Belgium’s 26 gigahertz (GHz) spectrum holdings and proposed extension.,2026-08-21T08:34:23.2739293,regulation
304,https://www.bipt.be/operators/publication/action-for-annulment-lodged-by-orange-belgium-against-the-decision-of-the-bipt-of-28-january-2026,BIPT / IBPT (Belgian regulator),Action for annulment lodged by Orange Belgium against the Decision of the BIPT of 28 January 2026,7/30/2026,Public Sector & Defense,Belgium,BIPT records Orange Belgium's legal action over a regulator decision on tariff communication rules. The filing indicates regulatory friction for Orange Belgium that could slow commercial initiatives and create openings for competitors to accelerate enterprise and vertical-focused offers while Orange addresses compliance and litigation matters.,"By means of its application, Orange Belgium seeks the annulment of the Decision of the BIPT of 28 January 2026 on the implementing rules for the communication of the most advantageous tariff plan.",2026-08-21T08:40:48.0529829,regulation
305,https://www.verizon.com/business/resources/manufacturing/,Verizon Business — Manufacturing resources,Digital Manufacturing Industry Trends & Innovations | Verizon,6/4/2026,Industry & Manufacturing,Global,"Verizon’s industry pages and MWC showcases document end-to-end propositions combining 5G Ultra Wideband, MEC, digital twins and AI to mitigate downtime and modernise factories. Verizon's vertically aligned enterprise solutions and ecosystem integrations (Nokia, AWS, etc.) show an aggressive operational push to capture manufacturing customers with turnkey services versus legacy carriers with slower integration.","Learn how Industry 4.0, powered by Verizon 5G, IoT, and AI, transforms manufacturing. Explore digital twins, edge computing, and the future of smart factories.",2026-08-21T08:40:49.1135287,news
306,https://www.verizon.com/business/resources/customer-success-stories/use-case-mec-and-manufacturing-logistics/,Verizon Business — Use Case,MEC and Manufacturing Logistics — Verizon Business use case,6/8/2026,Industry & Manufacturing,United States,"A Verizon Business customer success story details MEC+5G and computer vision for manufacturing logistics, showing measurable operational benefits. These operator-led vertical case studies evidence Verizon's ability to integrate edge compute, AI workloads and enterprise processes faster than carriers with less-developed MEC stacks.","Discover how 5G, multi-access edge computing (MEC) and computer vision could change manufacturing logistics in this use case from Verizon Business.",2026-08-21T08:40:50.3250794,news
307,https://www.atlanta-inbox-placeholder.invalid/att/news-releases/2026,AT&T News Releases (investors.att.com news 2026),AT&T News Releases 2026 (Investor Relations landing page),7/1/2026,Telecom/Corporate Strategy,United States,"AT&T’s 2026 news release hub aggregates press on strategy, subsea investments and enterprise product rollouts. While not a single deep article, the IR page consolidates multiple AT&T 2026 operational announcements showing AT&T’s continued investment in non-EMEA fiber and cloud-to-edge services that strengthen its competitive stance versus global carriers like Orange.",News Releases 2026 Investor Relations> News & Events> News Releases> 2026.,2026-08-21T08:40:51.6715203,press_release
308,https://www.paloaltonetworks.com/company/press/2026,Palo Alto Networks — Press Releases,Palo Alto Networks 2026 Press Releases (including carrier alliances),6/24/2026,Finance & Insurance,Global,"Palo Alto’s 2026 press feed records strategic alliances with service providers (including a June 9 collaboration with Deutsche Telekom). These alliances roll out AI-driven SecOps and sovereignty controls tailored to regulated verticals (eg. finance, insurance), enabling partner carriers to offer integrated security fabrics and outcompete legacy operator security stacks.",Palo Alto Networks and Deutsche Telekom Bring AI-Driven Security with Advanced Sovereignty Controls for European Regulated Industries.,2026-08-21T08:40:52.9987962,press_release
309,https://www.prnewswire.com/news-releases/palo-alto-networks-and-deutsche-telekom-bring-ai-driven-security-with-advanced-sovereignty-controls-for-european-regulated-industries-302794736.html,PR Newswire,Palo Alto Networks and Deutsche Telekom Bring AI-Driven Security with Advanced Sovereignty Controls for European Regulated Industries,6/9/2026,Finance & Insurance,Europe,"PR Newswire distributed the joint announcement of 'Sovereign Cortex with T Security' — a Deutsche Telekom and Palo Alto managed AI-driven SecOps service with data sovereignty controls aimed at regulated industries. This productised security fabric enables Deutsche Telekom to rapidly offer advanced, sovereign-secured AI security services to finance and critical sectors, outpacing carriers without such integrated vendor partnerships.","This solution brings the Palo Alto Networks Cortex® AI-driven SecOps platform to Europe's most regulated industries, with data sovereignty controls.",2026-08-21T08:40:54.2400431,press_release
310,https://www.telecom-handel.de/themen/business-solutions/telekom-und-palo-alto-networks-starten-cyber-defence-managed-service,Telecom Handel,Telekom und Palo Alto Networks starten Cyber Defence Managed Service,6/10/2026,Public Sector & Defense,Germany,"German trade press covers the managed Sovereign Cortex service, giving technical detail on a data-sov architecture and compliance mapping for NIS2/DORA/KRITIS. Coverage highlights Deutsche Telekom’s speed in packaging vendor AI-security into a sovereign managed service, demonstrating how a carrier can outmaneuver competitors by embedding top-tier security fabrics into operator offerings.",Die Deutsche Telekom und Palo Alto Networks haben mit ‚Sovereign Cortex with T Security‘ ein gemeinsames Cybersicherheitsangebot für europäische Unternehmen vorgestellt.,2026-08-21T08:40:54.9579233,news
311,https://www.fortinet.com/corporate/about-us/newsroom/press-releases/2025/vodafone-business-and-fortinet-expands-global-partnership-to-secure-hybrid-work,Fortinet Press Releases,Vodafone Business and Fortinet expand global partnership to secure hybrid work,4/29/2025,IT Services & Cloud Integration,Global,"Fortinet’s announcement of a global partnership with Vodafone Business extends Unified SASE and SD-WAN managed services into new markets. This reflects a pattern where major operators partner native security fabrics (Fortinet) to deliver large-scale SASE, accelerating enterprise security adoption faster than operators building in-house stacks from scratch.",Vodafone Business expands its converged networking and cybersecurity services powered by the Fortinet Unified SASE solution to new global markets.,2026-08-21T08:40:55.8051069,press_release
312,https://www.vodafone.com/business/news-and-insights/company-news/vodafone-business-retains-fortinet-global-partner-status,Vodafone Business News,Vodafone Business retains Fortinet Global Partner status,5/11/2026,IT Services & Cloud Integration,Global,"Vodafone Business highlights retention of Fortinet Global Partner status with SASE and SD-WAN specialisations, enabling fast deployment of unified security services worldwide. The certification and partner flow accelerate Vodafone’s managed security propositions, enabling it to out-execute carriers slow to obtain vendor-led SASE scale.","Vodafone Business is proud to share that it has retained Global Partner Status with Fortinet, gaining global specialisations in SASE and SD-WAN.",2026-08-21T08:40:56.5953592,news
313,https://www.telecomtv.com/content/security/vodafone-business-and-fortinet-expand-global-partnership-52930/,TelecomTV,Vodafone Business and Fortinet expand global partnership,4/29/2025,Retail & Customer Experience,Global,"TelecomTV analyses the expansion of Vodafone-Fortinet cooperation, noting managed service options and dedicated SOC capabilities. The vendor-carrier model enables rapid roll-out of unified SASE and managed security across enterprise customers, giving Vodafone competitive speed and depth in security offerings relative to carriers lacking such deep vendor partnerships.",Vodafone Business expands its converged networking and cybersecurity services powered by the Fortinet Unified SASE solution to new global markets.,2026-08-21T08:40:57.7311816,news
314,https://www.paloaltonetworks.com/partners/service-providers/deutsche-telekom,Palo Alto Networks — Deutsche Telekom partner page,Palo Alto Networks and Deutsche Telekom partnership (service provider solutions),6/9/2026,Finance & Insurance,Germany,"Palo Alto’s partner page outlines joint managed solutions, NGFW, cloud security and identity management offerings with Deutsche Telekom. This partnership showcases how Deutsche Telekom integrates a leading security fabric into operator portfolios to quickly serve regulated customers at scale, presenting competitive differentiation to carriers slower to integrate vendor platforms.",Simplify the delivery of consistent security at scale while ensuring optimal work-from-anywhere experience.,2026-08-21T08:40:58.9151280,news
315,https://www.stocktitan.net/news/FTNT/vodafone-business-and-fortinet-expand-global-partnership-to-secure-ry955tp7gt3c.html,StockTitan (news aggregator),Vodafone Business and Fortinet Expand Global Partnership (aggregated report),4/29/2025,IT Services & Cloud Integration,Global,"Aggregated reporting reiterates the expanded partnership details and planned managed service options, pointing to Vodafone's global execution capability for Fortinet SASE services. Aggregation shows market visibility and vendor-backed acceleration versus smaller carriers.","The partnership introduces four management options including 24x7 support, co-managed network security, and professional services.",2026-08-21T08:40:59.6307183,press_release
316,https://www.partnerbase.com/orange-business-services/zscaler,Partnerbase (Orange Business + Zscaler partner listing),Orange Business Services + Zscaler partnership listing (Partnerbase),2/25/2026,IT Services & Cloud Integration,Global,"Partnerbase lists Orange Business and Zscaler as partners, reflecting Orange’s channel strategy. The listing shows Orange's engagement with hyperscaler-grade security fabric providers, but competitor operator direct partnerships (e.g., Vodafone+Fortinet, Deutsche Telekom+Palo Alto) indicate varied execution speed and vendor choices across carriers.","Orange Business Services and Zscaler have a channel partnership tracked on Partnerbase, first observed on 2026-02-25.",2026-08-21T08:41:00.2144640,news
